Severity,Date,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,City,County,State,Zipcode,Timezone,Weather_Timestamp,Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Temperature(F)
2,2020-11-09,00:59:00,04:14:24,27.400749,-80.396951,2.018,Incident on FLORIDA'S TPKE SB near MM 152 Drive with caution.,Fort Pierce,St. Lucie,FL,34945,US/Eastern,00:53:00,,29.76,8.0,E,26.0,0.0,Light Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,78.2
2,2020-11-10,19:43:00,21:00:46,37.772938,-121.176935,0.375,Incident on CA-99 NB near AUSTIN RD Drive with caution.,Ripon,San Joaquin,CA,95366,US/Pacific,19:53:00,,30.02,10.0,SSE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,50.2
2,2020-11-10,15:10:00,18:33:43,37.479973,-121.111797,0.05,Incident on E LAS PALMAS AVE WB near SYCAMORE AVE Drive with caution.,Patterson,Stanislaus,CA,95363-9667,US/Pacific,14:53:00,,30.05,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,48.9
2,2020-11-10,18:40:00,22:06:50,34.606607000000004,-117.341697,0.163,Incident on NATIONAL TRAILS HWY near POLISH LN Drive with caution.,Oro Grande,San Bernardino,CA,92368-9609,US/Pacific,18:45:00,,27.08,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,43.8
2,2020-11-10,04:00:00,00:45:00,47.477492,-122.271598,0.515,Incident on I-5 SB near MP 155 Right lane blocked. Expect delays.,Seattle,King,WA,98168,US/Pacific,03:53:00,,29.99,10.0,WSW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,39.0
3,2020-11-11,08:13:29,08:42:46,35.142433000000004,-81.504738,0.0,Lane blocked due to accident on I-85 Northbound at SC-198.,Blacksburg,Cherokee,SC,29702,US/Eastern,08:15:00,,29.1,1.0,CALM,0.0,0.12,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,72.1
2,2020-11-14,23:02:29,01:44:02,38.526359,-77.364467,1.778,Incident on I-95 NB near MM 150 Drive with caution.,Quantico,Prince William,VA,22134,US/Eastern,22:56:00,,30.23,9.0,WNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,47.2
2,2020-11-15,23:41:00,02:02:54,34.382912,-117.415565,0.091,Incident on I-15 SB near RANCHERO RD Drive with caution.,Hesperia,San Bernardino,CA,92344,US/Pacific,19:45:00,,27.2,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,56.6
2,2020-11-17,01:21:00,07:12:24,34.590551,-117.259748,0.037,SB 15 AT S STODDARD WELLS. B12-083 1148X VEH 3647 BM 167606 ENRT TO HDDC,Apple Valley,San Bernardino,CA,92307,US/Pacific,05:45:00,,27.06,10.0,S,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,58.5
2,2020-11-19,07:43:26,08:28:00,34.153984,-118.325043,0.0,#1 lane blocked due to accident on CA-134 Westbound at Exit 3 Buena Vista St.,Burbank,Los Angeles,CA,91506,US/Pacific,07:49:00,,29.3,1.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,59.4
3,2020-11-19,12:45:28,13:47:43,34.359039,-117.436234,0.0,Lane blocked due to accident on I-15 Southbound at Exit 138 Oak Hill Rd.,Hesperia,San Bernardino,CA,92344,US/Pacific,12:45:00,,27.14,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,53.4
2,2020-11-20,02:46:36,04:44:58,32.280592,-110.920602,0.156,Incident on E RIVER RD near E ROGER RD Drive with caution.,Tucson,Pima,AZ,85718-6662,US/Mountain,02:58:00,,27.31,10.0,SE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,67.2
2,2020-11-20,01:57:26,03:56:59,32.133861,-110.99884099999998,0.011,Incident on W VALENCIA RD near S MIDVALE PARK RD Expect delays.,Tucson,Pima,AZ,85746-6018,US/Mountain,01:58:00,,27.3,10.0,SSE,9.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,71.3
2,2020-11-20,04:58:07,05:42:50,34.382938,-117.415169,0.0,Right hand shoulder blocked due to accident on I-15 Northbound before Exit 140 Ranchero Rd.,Hesperia,San Bernardino,CA,92344,US/Pacific,05:45:00,,27.17,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,55.9
2,2020-11-21,03:12:00,04:27:00,34.004743,-84.072257,0.251,Incident on I-85 SB near OLD PEACHTREE RD Expect delays.,Suwanee,Gwinnett,GA,30024,US/Eastern,02:56:00,,29.26,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,56.3
2,2020-11-22,22:53:00,01:13:42,34.422944,-117.383455,1.083,[Notification] [CHP]-Problem changed from 1179-Trfc Collision-1141 Enrt to 1182-Trfc Collision-No Inj by CHP,Hesperia,San Bernardino,CA,92344,US/Pacific,19:45:00,,26.94,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,56.8
2,2020-11-23,02:03:00,02:37:00,34.064151,-118.005985,0.328,Stationary traffic from exit [31A] to I-605 S due to accident.,El Monte,Los Angeles,CA,91732,US/Pacific,01:53:00,,29.77,3.0,VAR,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,55.7
2,2020-11-24,13:54:00,17:17:56,34.750011,-117.169127,0.257,Incident on I-15 NB near HODGE RD Drive with caution.,Apple Valley,San Bernardino,CA,92307,US/Pacific,13:45:00,,27.09,10.0,NNW,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,50.2
2,2020-11-25,19:47:00,21:23:49,34.409791,-117.393733,0.985,Incident on I-15 SB near JOSHUA ST Drive with caution.,Hesperia,San Bernardino,CA,92344,US/Pacific,19:46:00,,27.05,10.0,S,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,49.7
2,2020-11-26,06:20:00,07:39:03,34.128717,-117.938135,0.491,Incident on I-210 EB near N IRWINDALE AVE Right shoulder closed.,Baldwin Park,Los Angeles,CA,91706,US/Pacific,06:45:00,,29.93,2.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,53.0
2,2020-11-29,02:54:00,04:37:59,34.369983000000005,-117.426832,0.065,Incident on CALIENTE RD near HOUSE 6694 Drive with caution.,Hesperia,San Bernardino,CA,92344,US/Pacific,05:45:00,,27.21,10.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,47.1
2,2020-11-30,01:51:39,10:48:49,34.410235,-117.399176,0.05,Incident on US-395 NB near THREE FLAGS RD Road closed. Take alternate route.,Oak Hills,San Bernardino,CA,92344-9219,US/Pacific,05:45:00,,27.23,10.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,51.3
2,2020-12-01,21:20:00,05:05:46,34.409254,-117.393819,1.124,JSO. A12-083 40 FT G RAIL DAMAGE IN CD,Hesperia,San Bernardino,CA,92344,US/Pacific,18:45:00,,27.16,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,51.1
2,2020-12-01,16:11:10,19:04:18,34.426682,-117.421272,0.0,Accident on Phelan Rd at Lilac Rd.,Oak Hills,San Bernardino,CA,92344-0572,US/Pacific,15:45:00,,27.14,10.0,N,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,51.1
2,2020-12-07,00:54:30,03:21:30,34.373196,-117.423503,1.087,Slow traffic on Barstow Fwy S - I-15 S from US-395 (I-15) to Oak Hill Rd (I-15) due to accident.,Hesperia,San Bernardino,CA,92344,US/Pacific,05:45:00,,27.11,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,49.6
2,2020-12-08,08:44:30,10:23:00,34.532298,-117.314162,1.5119999999999998,Stationary traffic on CA-18 W - Barstow Fwy S - I-15 S from CA-18/D St (I-15) to CA-18/Palmdale Rd (I-15) due to accident.,Victorville,San Bernardino,CA,92394,US/Pacific,08:45:00,,27.24,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,51.3
2,2020-12-13,21:49:00,00:23:29,34.409254,-117.393819,1.124,JNO. 1039 VV TOWING,Hesperia,San Bernardino,CA,92344,US/Pacific,19:45:00,,27.14,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,44.0
2,2020-12-13,21:49:00,01:02:56,34.430326,-117.377361,3.05,JNO. [Notification] [CHP]-CC REQ ETA FOR UNIT -- STILL OUT W/BLK SD AND GRY DODG RAM [Shared],Hesperia,San Bernardino,CA,92345,US/Pacific,19:45:00,,27.14,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,44.0
2,2020-12-14,23:45:00,02:04:49,34.622704,-117.343975,0.429,BY IRON HOG SALOON. [Notification] [CHP]-Problem changed from 1183-Trfc Collision-Unkn Inj to 1182-Trfc Collision-No Inj by CHP,Oro Grande,San Bernardino,CA,92368-9789,US/Pacific,18:45:00,,27.12,10.0,WSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,42.3
2,2020-12-16,01:24:00,04:29:40,34.583849,-117.613828,0.243,Incident on PALMER RD near HOUSE 18622 Drive with caution.,Adelanto,San Bernardino,CA,92301,US/Pacific,05:45:00,,27.23,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,46.3
2,2020-12-18,01:08:00,03:07:29,34.383046,-117.405573,0.066,Incident on RANCHERO RD near HOUSE 11804 Drive with caution.,Oak Hills,San Bernardino,CA,92344-9687,US/Pacific,05:45:00,,27.15,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,41.7
2,2020-12-18,01:45:00,03:01:30,34.382897,-117.411344,0.089,Incident on RANCHERO RD EB near MARIPOSA RD Drive with caution.,Hesperia,San Bernardino,CA,92344,US/Pacific,05:45:00,,27.15,10.0,S,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,41.7
2,2020-12-20,00:22:00,02:02:30,38.933948,-92.946792,2.082,Stationary traffic on I-70 W - US-40 W from MO-41/MO-135/Exit 98 (I-70) to MO-K/Exit 89 (I-70) due to accident.,Blackwater,Cooper,MO,65322,US/Central,00:15:00,,29.29,5.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,34.5
2,2020-12-22,14:00:00,23:10:23,25.685995,-80.416675,0.081,Slow traffic on FL-825 - FL-94 from SW 86th St to SW 134th Ct due to accident.,Miami,Miami-Dade,FL,33183,US/Eastern,13:53:00,,30.13,10.0,N,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,68.3
2,2020-12-22,13:42:00,02:34:10,25.69891,-80.38217900000002,0.2,Slow traffic from FL-94/N Kendall Dr/SW 88th St (SW 117th Ave) to Miller Rd/SW 56th St (SW 117th Ave) due to accident.,Miami,Miami-Dade,FL,33183-3804,US/Eastern,13:53:00,,30.13,10.0,N,12.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,68.3
2,2020-12-22,14:16:00,02:00:23,25.699728,-80.36614200000002,0.107,Stationary traffic on FL-986 - FL-985 from SW 73rd Ln to SW 109th Pl due to accident.,Miami,Miami-Dade,FL,33173-2997,US/Eastern,13:53:00,,30.13,10.0,N,12.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,68.3
2,2020-12-22,13:58:00,03:46:17,25.68383900000001,-80.40053499999998,0.157,Slow traffic on FL-94 from SW 90th Ter to SW 132nd Ave due to accident.,Miami,Miami-Dade,FL,33186,US/Eastern,13:53:00,,30.13,10.0,N,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,68.3
2,2020-12-22,14:14:30,01:16:59,25.682933,-80.4005,0.195,Stationary traffic from SW 104th St (SW 127th Ave) to FL-94/N Kendall Dr/SW 88th St (SW 127th Ave) due to accident.,Miami,Miami-Dade,FL,33186-1826,US/Eastern,13:53:00,,30.13,10.0,N,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,68.3
2,2020-12-22,12:47:30,00:52:00,25.685207,-80.418021,0.118,Slow traffic on FL-825 - FL-94 from SW 139th Ave to SW 86th St due to accident.,Miami,Miami-Dade,FL,33186-1302,US/Eastern,12:53:00,,30.15,10.0,NE,13.0,0.0,Partly Cloudy,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,68.3
2,2020-12-22,20:38:50,03:41:00,43.277089,-124.228794,0.471,A landslide has occurred. Use caution.,Coos Bay,Coos,OR,97420,US/Pacific,20:56:00,,30.48,10.0,ESE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,45.8
2,2020-12-22,12:47:30,23:12:13,25.685165,-80.419593,0.277,Slow traffic on FL-94 from 147th Ave (N Kendall Dr) to 130th Ave/132nd Ave (N Kendall Dr) due to accident.,Miami,Miami-Dade,FL,33186-1304,US/Eastern,12:53:00,,30.15,10.0,NE,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,68.3
2,2020-12-22,11:40:00,04:20:58,25.627905,-80.34143399999998,0.073,Stationary traffic on US-1 N - FL-992 - FL-5 from SW 156th St to SW 92nd Ave due to accident.,Miami,Miami-Dade,FL,33157-1831,US/Eastern,11:53:00,,30.18,10.0,N,9.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,68.3
2,2020-12-22,13:55:00,04:11:47,25.700704,-80.383193,0.081,Stationary traffic on FL-986 from FL-821 N to SW 64th St due to accident.,Miami,Miami-Dade,FL,33183,US/Eastern,13:53:00,,30.13,10.0,N,12.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,68.3
2,2020-12-22,23:34:03,01:55:50,25.719446,-80.382602,0.134,Incident on SW 117TH AVE near HOUSE 4911 Drive with caution.,Miami,Miami-Dade,FL,33175,US/Eastern,23:53:00,,30.18,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,68.3
2,2020-12-22,07:46:45,09:25:34,25.713486,-80.37912,0.154,Incident on SW 57TH TER near HOUSE 11455 Drive with caution.,Miami,Miami-Dade,FL,33173,US/Eastern,07:53:00,,30.18,10.0,N,9.0,0.0,Light Rain,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,68.3
2,2020-12-22,13:34:30,03:01:45,25.685729,-80.40204399999998,0.1,Stationary traffic on FL-94 from SW 132nd Ave / SW 130th Ave to SW 80th St due to accident.,Miami,Miami-Dade,FL,33186-1746,US/Eastern,13:53:00,,30.13,10.0,N,12.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,68.3
2,2020-12-22,14:24:30,23:45:39,25.606073,-80.35079499999998,0.561,Stationary traffic on US-1 S - FL-5 from Richmond Dr/168th St (US-1) to Eureka Dr/184th St (US-1) due to accident.,Miami,Miami-Dade,FL,33157-5436,US/Eastern,14:53:00,,30.12,10.0,E,12.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,68.3
2,2020-12-22,13:07:30,03:46:17,25.685064,-80.427401,0.178,Slow traffic on FL-94 from N Kendall Dr to SW 90th Ter due to accident.,Miami,Miami-Dade,FL,33186,US/Eastern,12:53:00,,30.15,10.0,NE,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,68.3
2,2020-12-22,14:00:00,23:51:39,25.686308,-80.41669,0.097,Slow traffic on FL-825 - FL-94 from SW 86th St to SW 134th Ct due to accident.,Miami,Miami-Dade,FL,33183,US/Eastern,13:53:00,,30.13,10.0,N,12.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,True,False,False,False,False,Day,68.3
2,2020-12-22,08:17:10,09:34:34,25.686346,-80.387295,0.163,Incident on SW 88TH ST SB near FLORIDA'S TPKE HOMESTEAD EXT Drive with caution.,Miami,Miami-Dade,FL,33183-4808,US/Eastern,07:53:00,,30.18,10.0,N,9.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,68.3
2,2020-12-22,00:22:13,03:02:16,32.319140999999995,-80.93419499999997,0.069,Incident on OKATIE HWY near RIVERWALK BLVD Drive with caution.,Okatie,Beaufort,SC,29909,US/Eastern,00:15:00,,30.08,10.0,W,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,52.6
2,2020-12-23,01:52:00,04:12:39,34.485187,-117.274457,0.131,Incident on RAIN SHADOW RD near SAGE HEN RD Drive with caution.,Victorville,San Bernardino,CA,92395,US/Pacific,05:45:00,,27.2,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,44.2
2,2020-12-23,00:16:32,03:19:51,25.643097,-80.358521,0.041,Incident on SW 102ND AVE EB near SW 136TH ST Drive with caution.,Miami,Miami-Dade,FL,33176,US/Eastern,00:53:00,,30.16,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,71.4
2,2020-12-23,11:48:48,13:48:48,43.833872,-124.149574,1.907,Hazardous tree or vegetation. Use caution.,Gardiner,Douglas,OR,97441,US/Pacific,11:56:00,,30.28,10.0,E,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,44.5
2,2020-12-24,14:23:00,22:31:57,25.698141,-80.38216800000002,0.226,Slow traffic from FL-94/N Kendall Dr/SW 88th St (SW 117th Ave) to Miller Rd/SW 56th St (SW 117th Ave) due to accident.,Miami,Miami-Dade,FL,33173,US/Eastern,14:06:00,,29.94,5.0,S,14.0,0.0,Cloudy,False,False,True,False,False,False,False,False,True,False,False,False,False,Day,74.5
2,2020-12-24,03:08:00,05:23:25,25.684458,-80.445924,0.009,Incident on SW 88TH ST near SW 157TH AVE Drive with caution.,Miami,Miami-Dade,FL,33196,US/Eastern,02:53:00,,29.99,10.0,ESE,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,74.5
2,2020-12-24,14:23:00,22:46:56,25.699282,-80.382114,0.126,Slow traffic on FL-986 from SW 74th Pl to FL-821 N due to accident.,Miami,Miami-Dade,FL,33173,US/Eastern,14:06:00,,29.94,5.0,S,14.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,74.5
2,2020-12-24,21:48:28,23:05:28,25.602944,-80.454286,0.274,Incident on SW 162ND AVE near HOUSE 17601 Drive with caution.,Miami,Miami-Dade,FL,33187,US/Eastern,21:53:00,,29.98,9.0,SSW,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,74.5
2,2020-12-24,14:10:00,01:06:21,25.76088,-80.418865,0.141,Stationary traffic on US-41 S from SW 139th Ave to NW 137th Ave due to accident.,Miami,Miami-Dade,FL,33184-3031,US/Eastern,14:06:00,,29.94,5.0,S,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,73.1
2,2020-12-24,13:06:30,02:02:21,25.648226,-80.332193,0.172,Stationary traffic on US-1 S - FL-5 from Chapman Field Dr/124th St (US-1) to Howard Dr/136th St (US-1) due to accident.,Miami,Miami-Dade,FL,33156-6510,US/Eastern,12:53:00,,29.97,10.0,SSE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,74.5
2,2020-12-24,16:22:39,19:08:57,43.081691,-124.139473,0.252,Incident on OR-42 EB near MP 19 Drive with caution.,Myrtle Point,Coos,OR,97458-9830,US/Pacific,15:56:00,,30.0,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,45.3
2,2020-12-24,15:34:30,23:06:29,25.68887,-80.35042800000002,0.107,Stationary traffic on FL-94 from Snapper Creek Expy W to SW 97th Ave due to accident.,Miami,Miami-Dade,FL,33173,US/Eastern,15:38:00,,29.93,10.0,S,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,74.5
2,2020-12-25,02:33:00,04:08:38,25.647591,-80.33249,0.048,Incident on FL-5 SB near SW 132ND ST Drive with caution.,Miami,Miami-Dade,FL,33156-6510,US/Eastern,02:53:00,,29.98,10.0,NNW,17.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,60.2
2,2020-12-26,17:05:00,19:27:12,34.35798,-117.437081,0.316,Incident on I-15 SB near OAK HILL RD Drive with caution.,Hesperia,San Bernardino,CA,92344,US/Pacific,16:45:00,,27.06,10.0,WSW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,47.1
2,2020-12-26,09:41:00,12:37:30,34.401202000000005,-117.376969,0.282,Incident on FOLEY RD near SAGE ST Drive with caution.,Hesperia,San Bernardino,CA,92344-9499,US/Pacific,09:45:00,,27.15,10.0,S,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,47.1
2,2020-12-27,22:03:30,05:24:30,34.378271000000005,-117.419296,8.097999999999999,Slow traffic on Barstow Fwy S - I-15 S from US-395 (I-15) to Kenwood Ave (I-15) due to accident.,Hesperia,San Bernardino,CA,92344,US/Pacific,19:45:00,,26.88,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,44.0
2,2020-12-28,22:01:19,00:03:12,25.696334,-80.382131,0.016,Incident on SW 117TH AVE near SW 77TH BLK Drive with caution.,Miami,Miami-Dade,FL,33173,US/Eastern,21:53:00,,30.22,10.0,NE,6.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,True,False,True,False,Night,68.5
2,2020-12-28,20:56:00,22:31:49,25.67054,-80.481126,0.102,Incident on FL-997 NB near SW 128TH ST Drive with caution.,Miami,Miami-Dade,FL,33196,US/Eastern,20:53:00,,30.2,10.0,NE,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,68.5
2,2020-12-28,21:34:35,22:51:10,25.596112,-80.360363,0.019,Incident on SW 104TH AVE near SW 186TH ST Drive with caution.,Cutler Bay,Miami-Dade,FL,33157-6831,US/Eastern,21:53:00,,30.22,10.0,NE,6.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,68.5
2,2020-12-28,19:01:11,23:48:45,25.67375,-80.322502,0.119,Stationary traffic from FL-973/Galloway Rd/SW 87th Ave (SW 104th St) to US-1/S Dixie Hwy (SW 104th St) due to accident.,Miami,Miami-Dade,FL,33156-2631,US/Eastern,18:53:00,,30.18,10.0,NE,10.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,68.5
2,2020-12-29,08:34:00,10:43:42,34.426713,-117.380521,0.01,SB 15 JNO MAIN. IN CD,Hesperia,San Bernardino,CA,92345,US/Pacific,08:45:00,,27.13,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,38.4
2,2020-12-29,02:21:07,04:24:16,25.700617,-80.402167,0.046,Incident on SW 129TH AVE WB near SW 72ND ST Drive with caution.,Miami,Miami-Dade,FL,33183,US/Eastern,01:53:00,,30.19,10.0,NE,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,70.5
2,2020-12-29,23:27:00,02:42:06,25.628933,-80.341162,0.026,Incident on US-1 SB near SW 152ND ST Drive with caution.,Miami,Miami-Dade,FL,33176,US/Eastern,23:53:00,,30.18,10.0,E,14.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,70.5
2,2020-12-29,02:11:00,03:46:52,25.68552,-80.408711,0.062,Incident on SW 88TH ST near SW 133RD AVE Drive with caution.,Miami,Miami-Dade,FL,33186,US/Eastern,01:53:00,,30.19,10.0,NE,9.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,70.5
2,2020-12-30,13:38:30,05:47:29,25.656129,-80.41741999999998,0.183,Slow traffic from SW 147th Ave (SW 120th St) to SW 127th Ave (SW 120th St) due to accident.,Miami,Miami-Dade,FL,33186,US/Eastern,13:53:00,,30.09,10.0,ESE,22.0,0.0,Fair / Windy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,72.4
2,2020-12-30,11:56:30,20:42:12,25.627074,-80.385409,0.19,Stationary traffic from SW 137th Ave (SW 152nd St/Coral Reef Dr) to FL-821/Florida's Tpke (SW 152nd St/Coral Reef Dr) due to accident.,Miami,Miami-Dade,FL,33177,US/Eastern,11:53:00,,30.14,10.0,E,20.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,72.4
2,2020-12-30,11:56:30,19:00:55,25.62695,-80.389076,0.434,Stationary traffic from SW 122nd Ave to Florida's Tpke S due to accident.,Miami,Miami-Dade,FL,33177,US/Eastern,11:53:00,,30.14,10.0,E,20.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,72.4
2,2020-12-30,02:15:22,04:36:14,25.714458,-80.412797,0.109,Incident on SW 135TH AVE near HOUSE 5601 Drive with caution.,Miami,Miami-Dade,FL,33183,US/Eastern,01:53:00,,30.15,10.0,E,13.0,0.0,Cloudy,True,False,False,False,False,False,False,False,True,False,False,False,False,Night,72.4
2,2020-12-30,02:26:00,04:48:14,25.644769,-80.33359499999997,0.049,Incident on S DIXIE HWY near HOUSE 13501 Drive with caution.,Miami,Miami-Dade,FL,33156-6513,US/Eastern,02:53:00,,30.14,10.0,E,14.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,72.4
2,2020-12-30,15:16:00,03:21:44,25.671986,-80.38261899999998,0.116,Stationary traffic from SW 115th Ave to SW 107th Ter due to accident.,Miami,Miami-Dade,FL,33176,US/Eastern,14:53:00,,30.08,10.0,ESE,21.0,0.0,Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,72.4
2,2020-12-30,12:38:00,15:45:28,34.386728000000005,-117.412478,0.121,1039 KELLYS TOWUING,Hesperia,San Bernardino,CA,92344,US/Pacific,12:45:00,,27.23,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,40.9
2,2020-12-30,20:53:01,23:15:29,25.598284,-80.36443299999998,0.065,Incident on SW 107TH AVE near SW 184TH ST Drive with caution.,Miami,Miami-Dade,FL,33157-5132,US/Eastern,20:53:00,,30.09,10.0,ESE,16.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,72.4
2,2020-12-30,17:37:51,18:54:25,25.627509,-80.37929100000002,0.055,Incident on SW 152ND ST near FLORIDA'S TPKE HOMESTEAD EXT Expect delays.,Miami,Miami-Dade,FL,33157,US/Eastern,17:53:00,,30.08,10.0,E,16.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,72.4
